48540,-524,128,16116,162,184,23
49038,-540,112,16072,143,149,14
49536,-504,88,16176,158,157,-5
50033,-512,28,16076,152,170,6
50531,-512,44,16160,142,149,37
51030,-420,12,16116,139,162,1
51527,-460,112,16328,131,164,21
52025,-576,64,16180,139,134,39
52523,-532,56,15992,130,140,16
53020,-512,156,16012,156,146,9
53519,-500,100,16084,151,140,22
54017,-544,152,16072,154,164,7
54514,-520,120,16168,142,138,-10
55012,-388,164,16116,165,167,27
55510,-520,232,16116,145,161,33
56020,-524,68,16120,146,142,30
56518,-504,20,16092,155,171,14
57016,-528,36,16048,140,163,11
57513,-560,36,16180,155,153,19
58012,-488,148,16080,155,143,34
58510,-580,124,16164,172,165,-3
59008,-636,60,16052,167,143,10
59505,-516,92,16072,144,145,4
60003,-648,120,16048,143,141,29
60560,-512,140,16096,143,128,24
61060,-500,80,16120,153,166,18
61557,-456,140,16100,141,153,5
62056,-588,88,16068,153,149,5
62554,-520,52,16160,146,152,32
63051,-480,-8,16120,143,154,27
63549,-492,32,15896,147,146,15
64051,-516,12,16096,140,178,-4
64548,-424,132,16116,167,146,14
65046,-468,188,16180,142,140,-9
65544,-404,124,16128,148,146,10
66041,-400,184,16024,149,151,11
66540,-476,92,16180,160,160,9
67038,-492,124,16068,128,156,15
67535,-508,112,16184,147,139,15
68033,-536,128,16220,158,142,-5
68531,-508,104,16116,124,166,3
69029,-492,52,16220,144,148,18
69527,-508,60,16004,162,152,31
70025,-552,136,16204,144,138,2
70522,-552,120,16212,127,161,11
71020,-480,120,15972,146,160,33
71519,-584,136,16068,142,175,24
72019,-508,124,16060,131,152,25
72517,-532,92,16132,159,159,6
73016,-468,148,16004,156,152,4
73513,-532,8,16108,156,149,-4
74011,-456,100,15952,138,144,3
74509,-552,160,16084,147,172,3
75006,-444,24,16128,156,153,19
75504,-528,120,16092,149,141,7
76003,-500,96,16116,150,159,6
76500,-428,68,16080,131,141,-6
76998,-560,152,15968,134,149,14
77496,-436,-8,16124,155,149,21
77993,-520,88,16112,138,155,35
78491,-500,68,16148,136,133,12
78990,-388,84,16112,161,146,15
79488,-456,104,16232,149,150,2
79988,-408,68,16096,162,131,19
80487,-492,52,16096,168,137,12
80985,-508,88,16212,141,149,-6
81482,-508,92,16244,159,142,17
81980,-580,92,16124,134,147,19
82478,-536,140,16144,126,154,21
82975,-380,80,16188,130,164,0
83474,-448,80,16180,147,133,27
83972,-428,-8,16084,135,154,4
84469,-432,140,16176,147,144,31
84967,-504,48,16132,129,165,11
85465,-496,92,16240,142,156,31
85963,-444,200,16228,141,163,26
86461,-380,84,16064,144,141,7
86959,-504,72,16168,135,160,19
87456,-412,148,15960,145,153,33
87958,-508,100,16048,127,142,29
88456,-580,88,16076,153,143,21
88953,-472,88,16084,131,182,22
89451,-580,80,16048,146,165,12
89949,-492,48,16028,153,161,25
90447,-460,192,16140,154,141,-19
90945,-452,108,16076,153,150,-10
91443,-528,112,16180,151,147,17
91940,-624,104,16116,140,159,-2
92438,-532,56,16108,151,130,24
92937,-444,60,16036,144,132,15
93434,-508,140,16080,147,166,2
93932,-492,-44,16132,153,155,20
94430,-484,184,16032,158,153,-17
94927,-492,112,16196,148,152,16
95426,-488,176,16068,151,156,-5
95927,-620,80,16192,153,139,9
96424,-608,132,16084,144,164,31
96923,-684,184,16136,134,161,14
97421,-656,28,16132,138,139,-1
97918,-536,192,16204,159,158,18
98416,-532,104,16168,155,157,15
98914,-528,128,16184,130,152,19
99412,-652,112,16028,158,169,16
99910,-612,92,16176,147,153,1
100408,-432,64,15972,154,151,9
100905,-564,96,16044,149,167,9
101403,-488,120,16108,140,143,-2
101901,-568,136,16092,149,161,13
102400,-632,-76,16272,149,114,-15
102897,-364,292,16080,140,118,9
103399,-612,88,16224,150,159,16
103897,-544,16,16112,166,157,11
104394,-608,56,16084,141,168,23
104892,-476,96,15924,122,145,26
105390,-600,28,16108,133,164,10
105888,-600,108,16200,164,148,-11
106386,-532,68,16104,157,150,-13
106884,-484,72,16116,132,141,9
107381,-488,36,16176,146,131,23
107879,-472,92,16060,153,142,40
108378,-528,140,16108,148,162,21
108875,-516,92,16064,157,170,7
109373,-576,176,16020,159,154,28
109871,-612,192,16200,146,137,9
110368,-476,144,16044,177,152,23
110867,-476,96,16156,149,169,32
111368,-432,108,16088,158,148,22
111865,-400,56,16164,150,135,20
112364,-592,124,16308,152,139,6
112862,-536,120,16192,155,163,25
113359,-456,88,15928,167,150,1
113857,-464,252,16064,156,169,0
114355,-496,96,16064,153,161,15
114853,-484,44,16148,137,147,0
115351,-352,144,16056,148,154,18
115849,-492,96,16176,162,143,31
116346,-440,144,16148,163,147,6
116844,-384,172,16240,146,156,12
117343,-612,156,16136,146,154,3
117840,-532,120,16216,156,143,9
118338,-452,144,16072,152,175,32
118840,-460,-8,16172,132,161,5
119337,-504,108,16084,152,139,-7
119835,-452,192,16184,151,142,27
120333,-540,136,16088,149,154,17
120841,-492,132,16156,149,165,22
121340,-468,24,16180,152,140,40
121839,-452,48,16244,157,158,7
122337,-460,104,16200,127,149,16
122834,-508,80,16048,161,165,17
123332,-464,152,16284,154,145,4
123830,-504,136,16036,135,143,6
124328,-500,152,16212,155,148,-1
124826,-448,116,16224,159,173,27
125324,-416,124,16120,149,151,20
125821,-544,112,16212,137,158,27
126323,-564,56,16192,166,170,16
126821,-456,76,16244,167,166,20
127319,-416,176,16140,138,172,12
127817,-496,116,16088,166,124,12
128315,-524,56,16088,145,149,-1
128813,-508,128,16084,135,165,13
129310,-496,140,16132,150,159,0
129808,-472,136,16128,142,171,13
130307,-496,124,16168,147,166,38
130804,-208,92,16456,135,168,-11
131302,-864,12,16112,149,131,-4
131800,-252,216,15868,139,178,-4
132297,-1340,-52,16204,208,223,35
132796,-468,376,16064,132,119,55
133294,-860,-52,16116,184,188,-11
133791,-292,324,16224,137,139,-22
134293,-680,-28,16204,161,152,20
134791,-420,220,16168,139,150,4
135288,-680,36,16136,158,152,16
135786,-484,152,16040,138,151,13
136285,-612,48,16148,161,138,11
136782,-540,196,16052,148,160,-2
137280,-620,40,16180,147,158,32
137778,-480,156,16284,155,165,2
138276,-600,16,16148,159,145,37
138774,-456,172,16136,149,159,0
139272,-640,60,16140,136,162,-12
139769,-336,160,16152,155,156,29
140267,-548,160,16104,154,164,12
140766,-432,148,16212,137,177,6
141263,-520,72,16132,162,153,6
141764,-616,112,16064,163,182,6
142263,-620,112,16128,149,141,5
142760,-480,216,16228,131,150,11
143258,-528,104,16080,148,135,-4
143756,-560,152,16216,117,165,-7
144253,-544,92,16160,157,166,2
144752,-440,220,16136,146,156,15
145250,-580,72,15984,158,159,17
145747,-532,40,16108,153,146,25
146245,-460,96,16224,146,176,13
146743,-572,120,16196,145,126,19
147241,-412,40,16236,142,157,3
147739,-536,152,16252,158,163,26
148237,-636,152,16160,131,148,17
148734,-516,76,16104,132,148,24
149236,-648,184,16208,163,132,14
149734,-516,84,16144,139,136,-6
150232,-604,16,16152,149,138,22
150730,-492,60,16196,145,149,-2
151228,-604,36,16180,127,143,16
151726,-504,40,16180,146,159,29
152223,-536,80,16196,166,146,5
152721,-544,72,16068,154,157,24
153220,-576,84,16104,139,148,-2
153717,-572,112,16276,140,167,3
154215,-544,12,16152,140,161,14
154713,-464,92,16320,160,168,6
155210,-464,112,16156,146,152,19
155709,-536,144,16172,151,159,14
156207,-476,108,16028,141,154,8
156704,-456,160,16184,132,169,-2
157210,-568,44,16220,158,172,25
157708,-588,224,16152,142,119,23
158205,-496,200,16060,143,158,8
158704,-496,176,16168,143,157,21
159202,-564,-28,16164,160,153,7
159699,-528,88,16112,140,160,13
160197,-416,224,16248,151,143,24
160695,-464,92,16164,149,153,43
161193,-540,100,16204,161,137,19
161691,-508,72,16100,172,156,14
162189,-488,100,16104,134,151,9
162686,-652,136,16036,159,139,16
163184,-596,36,16136,153,151,31
163683,-664,52,16116,150,154,26
164180,-552,84,16188,151,187,19
164683,-616,72,16160,134,161,0
165181,-604,216,16264,146,163,-4
165679,-484,148,16340,146,134,-1
166176,-448,216,16088,150,158,9
166674,-508,60,16088,151,141,-7
167173,-472,116,16180,140,149,22
167670,-532,24,16148,144,156,31
168168,-512,116,16220,140,151,19
168666,-500,100,16148,143,149,0
169163,-460,-16,16232,151,167,20
169662,-632,40,16192,141,143,31
170160,-604,152,16228,159,141,4
170657,-564,80,16116,155,163,16
171155,-552,52,16072,168,164,27
171653,-616,92,16128,156,161,29
172154,-660,36,16128,151,143,13
172652,-540,112,16116,147,154,10
173150,-544,20,16168,129,170,2
173648,-572,48,16160,145,155,24
174146,-504,68,16020,156,162,36
174644,-436,220,16168,142,147,20
175141,-380,116,16236,139,164,32
175640,-484,196,16248,139,148,31
176138,-520,160,16120,141,144,9
176635,-428,128,16152,144,144,13
177133,-528,208,16016,161,151,26
177631,-512,20,15972,138,137,18
178129,-556,96,16168,137,149,3
178627,-484,96,16052,152,154,21
179125,-484,100,16188,142,151,12
179622,-584,196,16064,162,142,20
180124,-560,4,16072,147,143,17
180622,-412,160,16044,151,169,9
181130,-480,108,16148,149,177,21
181630,-596,80,16164,121,156,2
182128,-576,168,16100,141,157,7
182626,-496,60,16100,138,164,-20
183124,-464,116,16200,139,153,8
183622,-352,92,16288,133,171,11
184120,-520,144,16064,127,146,0
184617,-420,188,16120,184,150,19
185115,-360,52,16112,145,159,29
185614,-516,132,16224,165,175,16
186112,-504,120,16176,128,164,15
186609,-496,12,16180,141,168,-8
187107,-516,104,16220,130,152,-9
187609,-428,144,16120,151,169,17
188106,-596,124,16312,149,167,21
188604,-636,16,16064,138,141,3
189102,-544,-4,16260,169,161,28
189600,-500,68,16080,146,171,0
190098,-500,148,16224,147,150,12
190596,-492,144,16172,138,161,11
191093,-568,160,16076,148,164,-2
191591,-560,160,16200,145,157,8
192090,-496,116,16292,168,139,2
192587,-648,-12,16032,128,147,2
193085,-540,132,16128,158,146,9
193583,-516,92,16028,138,155,21
194080,-580,128,16268,153,147,13
194579,-432,84,16092,139,144,23
195077,-368,92,16184,144,155,29
195577,-416,168,16180,134,135,27
196076,-488,144,16072,140,164,16
196574,-428,72,16264,144,141,24
197071,-472,168,16076,161,148,6
197569,-488,100,16172,148,153,49
198068,-604,120,16156,152,148,34
198565,-524,112,16072,129,153,8
199063,-448,88,16200,156,150,12
199561,-440,20,16196,142,169,32
200058,-420,68,16200,135,154,10
200557,-452,104,16080,135,167,10
201055,-496,112,16304,147,173,12
201552,-536,108,16120,125,145,1
202050,-528,12,16228,148,156,-9
202548,-520,56,16244,155,147,15
203049,-484,112,16000,159,152,1
203547,-596,96,16124,155,161,22
204045,-528,128,16068,134,139,24
204544,-492,92,16192,150,173,25
205041,-476,76,16032,138,140,16
205539,-532,160,16212,148,151,-10
206036,-608,120,16024,168,153,15
206534,-492,168,16104,147,137,25
207033,-480,132,16076,172,148,25
207531,-412,116,16108,150,174,20
208028,-532,92,16204,154,163,14
208526,-472,80,16252,128,145,-3
209025,-524,72,16144,151,170,15
209522,-536,108,16172,146,162,29
210020,-488,120,16096,143,133,10
210522,-552,156,16020,150,148,40
211019,-568,148,16076,137,149,21
211517,-488,132,16012,157,153,20
212015,-484,124,16216,145,164,32
212512,-656,108,16072,142,172,-11
213011,-564,144,16160,139,156,6
213509,-504,148,16176,143,144,16
214006,-484,12,16020,151,158,5
214504,-484,112,16192,144,146,19
215003,-424,8,16224,133,161,17
215500,-548,108,16132,152,130,27
215998,-472,60,16064,142,160,5
216496,-548,60,16196,153,142,1
216993,-436,12,16188,146,143,16
217492,-556,84,16184,123,153,-4
217990,-556,56,16136,143,167,24
218490,-420,92,16164,148,168,-11
218989,-568,148,16072,153,157,-17
219487,-608,84,16036,161,148,5
219984,-544,152,16060,145,163,21
220482,-508,156,16172,145,154,45
220980,-448,68,16260,149,157,8
221478,-568,112,16176,142,152,4
221976,-536,112,16176,144,127,25
222474,-632,104,16156,169,162,11
222971,-560,112,16132,141,150,0
223469,-544,128,16128,149,174,2
223968,-504,160,16236,161,138,10
224465,-500,104,16068,163,171,7
224963,-600,8,16108,146,159,30
225461,-516,140,16156,156,148,20
225963,-552,160,16192,159,147,-3
226460,-528,-24,16232,156,147,20
226958,-472,68,16060,142,160,3
227456,-400,96,16144,146,167,19
227954,-476,152,16300,141,151,5
228452,-488,36,16072,124,147,-6
228950,-584,64,16056,146,152,13
229447,-456,72,16184,144,158,17
229945,-460,96,16132,137,137,-2
230444,-384,80,16252,145,143,-10
230941,-456,68,16204,136,160,8
231439,-548,172,16260,143,147,21
231937,-488,80,16128,140,136,-2
232434,-580,148,16252,147,156,-3
232933,-512,64,16088,147,155,9
233434,-516,112,16096,145,139,21
233932,-460,216,16024,149,167,-17
234430,-468,76,16116,138,159,19
234928,-472,52,16292,178,139,-1
235425,-464,128,16104,145,142,15
235923,-332,116,16160,156,151,10
236422,-444,76,16128,145,152,-12
236919,-512,108,16140,148,149,5
237417,-648,44,16168,148,143,12
237915,-564,228,16216,149,132,10
238412,-408,140,16168,149,148,10
238911,-660,168,16260,151,171,15
239409,-484,188,16156,135,163,12
239906,-604,216,16164,144,135,28
240404,-552,128,16116,143,152,8
240906,-456,108,16040,137,154,-1
241414,-468,80,16100,158,133,9
241913,-396,44,16108,134,144,-9
242412,-592,104,16216,147,155,-3
242910,-568,92,16232,143,146,29
243407,-496,168,16036,169,168,16
243905,-452,132,16116,146,161,4
244403,-588,84,16216,148,130,6
244901,-556,32,16172,161,145,21
245399,-392,12,16224,147,140,-1
245897,-524,172,16152,138,151,8
246394,-532,84,16196,146,133,16
246892,-540,116,16148,143,168,-1
247391,-632,200,16140,138,153,30
247888,-552,80,16280,135,157,11
248386,-500,140,16028,143,143,16
248888,-520,116,16208,137,134,33
249385,-608,172,16148,156,177,-3
249883,-632,84,16092,147,166,15
250381,-580,188,16304,142,162,4
250880,-536,128,16160,130,166,26
251377,-476,204,16276,153,160,30
251875,-556,56,16196,123,149,26
252372,-516,112,16088,137,165,15
252870,-456,180,15952,143,163,10
253369,-544,40,15992,138,148,1
253867,-536,104,16168,152,161,0
254364,-568,92,16300,162,165,3
254862,-440,100,16156,164,157,12
255360,-504,108,16028,143,152,-11
255858,-528,36,16104,144,154,31
256359,-596,84,16044,134,147,6
256857,-476,64,16308,157,149,4
257355,-508,40,16060,150,142,22
257853,-608,12,16204,151,167,18
258351,-492,120,15984,133,137,14
258848,-484,72,16188,147,160,19
259346,-476,156,16136,133,139,10
259845,-524,60,16276,141,170,-13
260342,-516,124,16164,149,148,8
260840,-504,128,16188,142,173,19
261338,-572,136,16196,144,180,38
261836,-552,24,16156,131,139,14
262334,-596,72,16324,150,140,15
262832,-544,164,16224,151,143,10
263329,-552,152,16108,135,171,16
263827,-580,88,16128,138,168,29
264329,-588,88,16084,132,139,-8
264826,-468,152,16224,166,161,3
265324,-516,108,16104,149,154,11
265823,-572,88,16184,135,135,29
266320,-492,140,16204,151,148,11
266818,-448,168,16188,138,148,3
267316,-364,112,16160,142,147,27
267814,-576,68,16104,137,160,4
268312,-436,236,16092,132,157,16
268810,-496,128,16008,147,149,26
269307,-420,60,16128,157,128,20
269805,-632,172,16148,154,155,29
270304,-488,100,16384,139,154,8
270801,-476,80,16180,147,146,12
271299,-560,36,16160,151,147,22
271801,-640,112,16340,139,142,19
272299,-548,248,16228,154,169,22
272796,-452,128,16304,149,159,25
273294,-508,116,16156,150,170,18
273792,-436,80,16124,157,160,30
274290,-412,108,16048,143,141,9
274788,-596,144,16188,154,154,12
275286,-616,0,16136,141,162,23
275783,-488,144,16128,157,160,-8
276282,-524,128,16032,135,148,22
276780,-524,152,16228,156,138,19
277277,-488,128,16120,151,157,33
277775,-396,112,16212,123,136,31
278273,-524,92,16136,138,154,9
278771,-504,140,16228,164,159,6
279272,-396,120,16228,132,130,10
279770,-552,28,16196,157,147,20
280268,-592,68,16044,169,145,-6
280766,-596,100,16104,143,159,-5
281264,-520,164,16048,145,138,-3
281761,-552,232,16312,144,154,33
282259,-456,84,16148,163,133,16
282758,-472,48,16108,156,146,-5
283255,-572,72,16176,151,165,-13
283753,-472,44,16268,155,175,22
284251,-556,156,16268,146,154,3
284748,-512,196,16032,157,140,10
285247,-484,68,16252,145,169,9
285745,-528,108,16168,141,160,29
286242,-472,164,16124,154,149,12
286744,-588,152,16248,153,137,-2
287242,-496,120,16200,157,140,-7
287739,-420,148,16240,140,151,19
288237,-548,132,16128,162,150,14
288736,-516,88,16108,154,161,20
289233,-444,64,16120,148,153,27
289731,-488,104,16180,141,150,-4
290229,-496,132,16216,140,152,12
290726,-436,144,16164,157,163,6
291225,-628,152,16172,140,147,4
291723,-572,156,16152,150,178,26
292220,-472,104,16208,164,152,29
292718,-552,72,16140,139,144,1
293217,-524,204,15964,129,151,-8
293714,-516,48,16124,153,143,-3
294212,-520,28,16204,146,161,4
294713,-616,124,15968,145,150,11
295212,-580,68,16120,143,148,-1
295709,-544,56,16056,136,157,8
296207,-504,100,16080,153,153,-3
296705,-404,72,16204,151,146,7
297202,-360,48,16268,134,146,12
297701,-616,124,16296,151,162,5
298199,-420,32,16280,141,160,15
298696,-520,40,16204,133,152,17
299194,-504,128,16148,134,154,4
299692,-580,100,16240,159,142,39
300190,-560,36,16232,142,168,5
300688,-600,88,16184,125,141,-2
301186,-428,32,16192,141,154,25
301693,-556,176,16256,167,172,36
302197,-368,88,16156,134,133,-3
302695,-552,96,16076,143,146,4
303193,-480,132,16172,141,132,3
303691,-544,96,16172,152,181,6
304189,-476,96,16240,142,140,10
304687,-480,108,16284,144,156,22
305184,-524,128,16096,149,166,18
305682,-556,52,16048,151,152,0
306181,-456,72,16192,138,151,17
306678,-628,60,16220,158,152,6
307176,-552,40,16224,148,156,-1
307674,-440,56,16000,131,137,20
308171,-644,88,16140,158,133,6
308670,-448,144,16296,137,164,-1
309168,-568,64,16124,154,138,23
309665,-572,160,16008,139,142,2
310167,-540,76,16168,149,161,11
310665,-504,92,16148,152,171,21
311162,-660,104,16200,156,167,5
311660,-548,148,16132,152,173,19
312158,-544,156,16252,142,167,13
312656,-592,152,16332,138,143,-11
313154,-496,92,16284,145,149,11
313652,-588,8,16276,150,175,5
314149,-552,24,16196,138,165,23
314647,-416,204,16108,156,142,18
315146,-576,128,16136,143,136,20
315643,-528,64,16200,145,149,-2
316141,-484,72,16204,147,147,23
316639,-536,160,16240,149,150,16
317136,-548,92,16228,163,139,18
317638,-540,76,16120,155,140,22
318136,-416,92,16204,166,160,5
318633,-400,144,16164,151,175,24
319132,-472,12,16136,160,150,51
319630,-444,148,16072,166,164,26
320128,-408,56,16164,138,132,25
320625,-568,200,16356,150,127,26
321124,-512,96,16304,164,136,21
321622,-492,56,16196,134,167,0
322119,-508,96,16052,143,153,16
322617,-376,48,16200,140,151,15
323115,-580,72,16064,140,170,29
323613,-472,188,16128,148,163,18
324111,-476,92,16196,155,145,-12
324609,-528,100,16180,158,161,28
325106,-468,116,16116,135,143,24
325608,-464,204,16080,157,144,3
326106,-636,180,16200,138,151,9
326603,-456,12,16184,141,149,14
327101,-424,120,16320,151,144,20
327600,-532,52,16244,141,153,19
328097,-448,88,16180,150,167,24
328595,-524,116,16292,154,155,38
329093,-548,136,16128,154,163,44
329591,-556,144,16136,152,156,4
330089,-452,88,16228,147,144,23
330587,-568,168,16268,136,132,29
331084,-556,120,16168,137,165,-8
331582,-556,148,16128,130,144,-3
332081,-372,64,16032,147,135,9
332578,-532,80,16216,147,133,1
333079,-512,188,16320,132,161,7
333578,-460,180,16088,130,147,24
334075,-476,128,16248,164,170,25
334573,-528,24,16032,149,150,26
335071,-468,12,16120,151,140,5
335568,-464,168,16072,147,164,-1
336067,-548,128,16224,159,162,14
336565,-428,44,16188,148,162,4
337062,-460,112,16228,140,158,20
337560,-624,112,16240,131,139,8
338058,-480,156,16208,139,193,13
338556,-496,60,16300,150,163,26
339054,-584,128,16172,150,152,7
339552,-480,196,16204,136,136,40
340049,-484,180,16132,156,175,14
340551,-600,140,16228,145,163,22
341049,-500,152,16248,139,157,8
341547,-424,120,16148,154,155,-9
342045,-588,88,16152,139,150,20
342543,-508,128,16152,140,160,13
343041,-516,100,16280,140,163,12
343538,-524,100,16168,140,160,9
344036,-236,492,17496,78,195,11
344535,-524,72,16304,154,106,-18
345032,-372,160,15960,121,146,8
345530,-516,44,16308,158,184,3
346028,-468,-4,16176,169,192,9
346525,-456,124,16108,153,151,19
347024,-532,92,16336,145,132,29
347522,-364,116,16104,152,173,14
348019,-596,188,16440,161,156,9
348521,-492,156,16140,146,134,17
349019,-524,80,16088,136,153,-26
349516,-332,192,15968,132,159,6
350014,-616,124,16076,138,161,-6
350512,-624,104,16164,150,150,0
351010,-552,164,16180,156,168,-6
351508,-548,176,16248,139,182,15
352006,-660,80,16176,155,152,9
352503,-612,44,16180,142,158,10
353001,-608,52,16320,150,158,1
353500,-464,192,16324,155,144,13
353997,-700,132,16180,139,143,17
354495,-584,92,16220,144,157,7
354993,-500,100,15944,166,169,-2
355491,-540,128,16168,158,120,-22
355992,-656,128,16140,166,173,37
356490,-424,144,16128,163,153,-1
356988,-592,60,16180,139,144,6
357486,-444,228,16152,139,135,16
357984,-488,44,16228,152,129,22
358481,-660,-56,16232,149,148,13
358979,-620,132,16116,174,167,22
359478,-544,160,16132,151,149,2
359975,-456,16,16160,140,151,7
360473,-416,108,16272,153,153,9
360971,-456,12,16180,156,131,18
361468,-476,100,16296,159,153,37
361976,-524,144,16144,166,152,4
362477,-584,76,16080,144,154,35
362975,-520,100,16140,155,168,-1
363476,-568,180,16176,168,167,23
363974,-508,128,16308,140,174,1
364472,-580,136,16156,148,141,32
364969,-652,184,16140,122,147,0
365468,-604,124,16068,138,138,50
365966,-624,52,16324,147,155,30
366464,-616,176,16308,140,145,12
366961,-500,164,16296,132,144,19
367460,-528,8,16220,156,160,4
367958,-496,-12,16024,136,113,19
368455,-472,56,16084,156,140,17
368953,-660,-12,16124,143,152,16
369451,-388,96,16124,150,167,21
369949,-572,88,16128,146,148,16
370447,-636,164,16292,158,136,21
370945,-412,244,16264,160,168,21
371446,-500,-4,16108,134,166,-9
371944,-432,68,16216,155,159,5
372442,-756,-20,16228,123,111,3
372939,-336,164,16252,152,135,21
373437,-556,40,16216,155,166,15
373936,-424,140,16188,157,156,16
374433,-468,156,16204,157,159,25
374931,-452,80,16280,152,140,27
375429,-612,92,16340,145,123,5
375926,-568,196,16168,157,163,15
376425,-656,152,16208,159,161,2
376923,-556,140,16184,154,145,-14
377420,-516,0,16108,172,128,-1
377918,-544,100,16244,135,142,-9
378416,-596,28,15984,144,148,26
378917,-564,120,16192,159,163,26
379415,-480,104,16192,133,159,6
379914,-528,92,16028,166,157,15
380411,-412,144,16064,137,145,34
380909,-484,140,16320,134,168,36
381407,-652,64,16136,145,186,18
381904,-272,196,16152,157,142,8
382403,-580,128,16164,168,148,8
382901,-532,-44,16172,138,136,-5
383398,-400,184,16320,158,141,29
383896,-584,100,16344,142,162,22
384394,-540,316,16332,140,148,21
384892,-640,72,16068,140,146,18
385390,-588,140,16416,156,158,-7
385888,-604,140,16360,147,149,9
386390,-404,104,16112,145,158,2
386887,-452,68,16268,139,182,8
387385,-372,136,16104,143,160,0
387883,-524,28,16196,175,162,31
388380,-596,124,16160,136,163,-9
388879,-472,136,16212,159,156,8
389377,-560,44,16036,131,147,-4
389874,-440,92,16216,133,140,5
390372,-596,124,16196,133,159,20
390870,-656,172,16228,162,152,23
391368,-556,76,16272,161,174,21
391866,-436,76,16156,166,152,-1
392364,-616,144,16236,152,150,2
392861,-460,132,16316,137,153,10
393359,-644,100,16164,145,170,6
393858,-472,100,16192,151,145,17
394358,-576,104,16100,145,170,20
394857,-584,36,16208,149,153,5
395355,-552,80,16056,170,167,10
395852,-452,-56,16364,143,166,12
396350,-432,244,16156,167,135,8
396848,-600,44,16232,136,135,13
397346,-588,84,16368,135,152,24
397844,-592,192,16144,123,164,23
398342,-416,184,16308,174,129,18
398839,-544,76,16236,156,138,9
399337,-524,120,16332,153,152,2
399836,-420,136,16280,148,164,-3
400333,-552,108,16216,157,146,18
400831,-408,56,16164,163,143,3
401329,-580,88,16252,158,158,14
401830,-588,84,16192,144,143,28
402328,-484,88,16100,141,156,-10
402826,-504,124,15976,158,159,-2
403323,-468,156,16108,136,157,12
403822,-348,56,16248,144,174,2
404320,-548,180,16208,161,149,12
404817,-608,132,16240,135,150,26
405315,-464,152,16264,171,148,18
